Weight class,fighter1,fighter2,outcome,F1_Str,F2_Str,F1_Td,F2_Td,F1_Kd,F2_Kd,F1_Sub,F2_Sub
Featherweight,Max Holloway,Ricardo Lamas,fighter1,103,64,0,0,0,0,2,0
Middleweight,Dan Henderson,Hector Lombard,fighter1,13,23,0,2,1,1,0,2
Lightweight,Dustin Poirier,King Green,fighter1,36,16,0,0,2,0,0,0
Featherweight,Brian Ortega,Clay Guida,fighter1,62,62,0,0,1,1,0,0
Lightweight,Beneil Dariush,James Vick,fighter1,46,9,0,0,2,0,0,0
Women's Strawweight,Jessica Andrade,Jessica Penne,fighter1,117,27,0,0,0,0,0,0
Featherweight,Alex Caceres,Cole Miller,fighter1,97,33,5,3,1,0,0,1
Welterweight,Sean Strickland,Tom Breese,fighter1,73,62,0,0,0,0,0,0
Light Heavyweight,Henrique da Silva,Jonathan Wilson,fighter1,81,66,0,1,0,1,0,0
Middleweight,Kevin Casey,Elvis Mutapcic,Draw,59,64,2,0,0,0,0,0
Lightweight,Marco Polo Reyes,Dong Hyun Ma,fighter1,135,83,0,2,2,0,0,0
Bantamweight,Cody Garbrandt,Thomas Almeida,fighter1,21,10,0,0,1,0,0,0
Featherweight,Jeremy Stephens,Renan Barao,fighter1,55,43,0,2,0,0,0,0
Welterweight,Rick Story,Tarec Saffiedine,fighter1,58,32,0,0,0,0,0,0
Middleweight,Chris Camozzi,Vitor Miranda,fighter1,43,27,1,1,0,0,0,0
Welterweight,Lorenz Larkin,Jorge Masvidal,fighter1,44,48,1,1,0,0,0,2
Lightweight,Paul Felder,Joshua Burkman,fighter1,41,40,0,3,0,0,0,0
Women's Bantamweight,Sara McMann,Jessica Eye,fighter1,22,10,2,0,0,0,1,0
Lightweight,Abel Trujillo,Jordan Rinaldi,fighter1,35,18,3,2,0,0,0,1
Middleweight,Jake Collier,Alberto Uda,fighter1,27,15,1,1,1,0,0,0
Lightweight,Erik Koch,Shane Campbell,fighter1,14,16,2,0,0,0,1,0
Bantamweight,Bryan Caraway,Aljamain Sterling,fighter1,9,32,3,1,0,0,0,2
Heavyweight,Adam Milstead,Chris de la Rocha,fighter1,58,39,0,0,0,0,0,0
Heavyweight,Stipe Miocic,Fabricio Werdum,fighter1,20,15,0,0,1,0,0,0
Middleweight,Jacare Souza,Vitor Belfort,fighter1,39,4,1,0,0,0,0,0
Catch Weight,Cristiane Justino,Leslie Smith,fighter1,26,2,0,0,1,0,0,0
Light Heavyweight,Mauricio Rua,Corey Anderson,fighter1,48,55,0,4,2,0,0,0
Welterweight,Bryan Barberena,Warlley Alves,fighter1,120,79,0,0,0,0,0,1
Welterweight,Demian Maia,Matt Brown,fighter1,17,10,3,0,0,0,2,0
Middleweight,Thiago Santos,Nate Marquardt,fighter1,16,7,0,0,2,0,0,0
Lightweight,Francisco Trinaldo,Yancy Medeiros,fighter1,117,51,2,0,0,1,0,0
Bantamweight,John Lineker,Rob Font,fighter1,80,40,1,0,0,0,0,0
Light Heavyweight,Rogerio Nogueira,Patrick Cummins,fighter1,30,12,0,0,1,0,0,0
Welterweight,Sergio Moraes,Luan Chagas,Draw,28,46,0,0,0,1,1,0
Featherweight,Renato Moicano,Zubaira Tukhugov,fighter1,44,29,0,3,0,0,0,0
Heavyweight,Alistair Overeem,Andrei Arlovski,fighter1,23,16,1,0,1,0,0,0
Heavyweight,Stefan Struve,Antonio Silva,fighter1,13,0,0,0,1,0,0,0
Welterweight,Gunnar Nelson,Albert Tumenov,fighter1,29,23,2,0,0,0,1,0
Women's Bantamweight,Germaine de Randamie,Anna Elmose,fighter1,18,6,0,0,1,0,0,0
Light Heavyweight,Nikita Krylov,Francimar Barroso,fighter1,58,22,0,2,0,0,1,0
Women's Strawweight,Karolina Kowalkiewicz,Heather Clark,fighter1,119,70,0,0,0,0,0,0
Lightweight,Rustam Khabilov,Chris Wade,fighter1,50,25,6,0,0,1,0,0
Middleweight,Magnus Cedenblad,Garreth McLellan,fighter1,21,12,0,0,1,0,0,0
Lightweight,Josh Emmett,Jon Tuck,fighter1,54,53,0,0,0,0,0,0
Lightweight,Reza Madadi,Yan Cabral,fighter1,27,32,1,1,0,0,0,0
Flyweight,Kyoji Horiguchi,Neil Seery,fighter1,72,40,6,0,2,0,0,1
Welterweight,Leon Edwards,Dominic Waters,fighter1,24,3,2,4,0,0,1,0
Flyweight,Yuta Sasaki,Willie Gates,fighter1,7,13,4,0,0,0,1,0
Light Heavyweight,Jon Jones,Ovince Saint Preux,fighter1,105,57,3,0,0,0,0,0
Flyweight,Demetrious Johnson,Henry Cejudo,fighter1,21,6,0,1,1,0,0,0
Lightweight,Edson Barboza,Anthony Pettis,fighter1,73,48,0,0,0,0,0,0
Middleweight,Robert Whittaker,Rafael Natal,fighter1,89,62,0,0,0,0,0,0
Featherweight,Yair Rodriguez,Andre Fili,fighter1,25,11,2,1,1,0,0,0
Flyweight,Sergio Pettis,Chris Kelades,fighter1,61,35,2,1,0,0,0,0
Welterweight,Danny Roberts,Dominique Steele,fighter1,60,34,0,6,0,1,0,0
Women's Strawweight,Carla Esparza,Juliana Lima,fighter1,28,26,5,0,0,0,0,0
Lightweight,James Vick,Glaico Franca Moreira,fighter1,94,39,0,4,0,0,0,0
Heavyweight,Walt Harris,Cody East,fighter1,31,26,0,0,1,0,0,0
Light Heavyweight,Marcos Rogerio de Lima,Clint Hester,fighter1,29,0,0,0,1,0,1,0
Lightweight,Kevin Lee,Efrain Escudero,fighter1,64,70,1,1,0,0,1,0
Light Heavyweight,Glover Teixeira,Rashad Evans,fighter1,6,7,0,0,1,0,0,0
Women's Strawweight,Rose Namajunas,Tecia Pennington,fighter1,46,61,2,0,0,0,0,0
Catch Weight,Khabib Nurmagomedov,Darrell Horcher,fighter1,75,6,2,0,0,0,0,0
Featherweight,Cub Swanson,Hacran Dias,fighter1,83,55,0,0,2,0,0,0
Lightweight,Michael Chiesa,Beneil Dariush,fighter1,11,27,1,1,0,0,2,0
Women's Bantamweight,Raquel Pennington,Bethe Correia,fighter1,75,66,0,0,0,0,0,0
Welterweight,Santiago Ponzinibbio,Court McGee,fighter1,38,35,0,0,1,0,0,0
Welterweight,Michael Graves,Randy Brown,fighter1,11,10,2,0,0,0,1,1
Bantamweight,John Dodson,Manvel Gamburyan,fighter1,16,2,0,0,1,0,0,0
Middleweight,Cezar Ferreira,Oluwale Bamgbose,fighter1,26,20,3,0,0,1,0,0
Welterweight,Elizeu Zaleski dos Santos,Omari Akhmedov,fighter1,72,36,0,3,0,0,1,1
Heavyweight,Junior Dos Santos,Ben Rothwell,fighter1,157,77,0,0,0,0,0,0
Heavyweight,Derrick Lewis,Gabriel Gonzaga,fighter1,17,5,0,1,1,0,0,0
Heavyweight,Francis Ngannou,Curtis Blaydes,fighter1,36,24,0,2,0,0,0,0
Heavyweight,Timothy Johnson,Marcin Tybura,fighter1,45,48,0,1,0,0,0,0
Light Heavyweight,Jan Blachowicz,Igor Pokrajac,fighter1,98,35,4,0,0,0,0,0
Women's Strawweight,Maryna Moroz,Cristina Stanciu,fighter1,35,39,1,1,0,0,1,2
Welterweight,Zak Cummings,Nicolas Dalby,fighter1,56,57,1,0,1,0,1,0
Bantamweight,Alejandro Perez,Ian Entwistle,fighter1,48,0,0,0,0,0,0,1
Lightweight,Mairbek Taisumov,Damir Hadzovic,fighter1,25,11,0,0,1,0,0,0
Bantamweight,Damian Stasiak,Filip Pejic,fighter1,2,0,2,0,0,0,1,0
Featherweight,Lucas Martins,Robert Whiteford,fighter1,30,45,0,1,0,0,0,0
Heavyweight,Jared Cannonier,Cyril Asker,fighter1,27,13,0,0,1,0,0,0
Middleweight,Bojan Velickovic,Alessio Di Chirico,fighter1,45,65,1,2,0,0,1,0
Heavyweight,Mark Hunt,Frank Mir,fighter1,8,1,0,0,1,0,0,0
Welterweight,Neil Magny,Hector Lombard,fighter1,148,60,1,1,0,2,2,0
Lightweight,Jake Matthews,Johnny Case,fighter1,36,35,0,1,0,0,2,0
Middleweight,Daniel Kelly,Antonio Carlos Junior,fighter1,37,33,0,2,0,0,0,0
Light Heavyweight,Steve Bosse,James Te Huna,fighter1,5,1,0,0,1,0,0,0
Women's Strawweight,Bec Rawlings,Seo Hee Ham,fighter1,77,92,1,0,0,0,0,1
Welterweight,Alan Jouban,Brendan O'Reilly,fighter1,32,8,0,1,1,0,0,0
Featherweight,Dan Hooker,Mark Eddiva,fighter1,5,4,0,0,0,0,1,0
Women's Bantamweight,Leslie Smith,Rin Nakai,fighter1,62,31,0,3,0,0,0,1
Welterweight,Viscardi Andrade,Richard Walsh,fighter1,38,46,5,1,0,1,1,0
Lightweight,Ross Pearson,Chad Laprise,fighter1,52,78,0,0,0,0,0,0
Lightweight,Alan Patrick,Damien Brown,fighter1,25,15,5,1,0,0,1,1
Welterweight,Nate Diaz,Conor McGregor,fighter1,77,61,1,0,0,0,2,0
Women's Bantamweight,Miesha Tate,Holly Holm,fighter1,40,59,2,0,0,0,2,0
Light Heavyweight,Ilir Latifi,Gian Villante,fighter1,30,23,3,0,0,0,0,0
Light Heavyweight,Corey Anderson,Tom Lawlor,fighter1,55,31,1,1,0,0,0,0
Women's Bantamweight,Amanda Nunes,Valentina Shevchenko,fighter1,39,28,2,1,0,0,2,0
Welterweight,Siyar Bahadurzada,Brandon Thatch,fighter1,84,30,3,1,0,0,1,0
Welterweight,Nordine Taleb,Erick Silva,fighter1,26,11,1,0,1,0,0,0
Middleweight,Vitor Miranda,Marcelo Guimaraes,fighter1,46,23,0,1,0,0,0,0
Featherweight,Darren Elkins,Chas Skelly,fighter1,104,27,7,0,0,0,0,2
Lightweight,Diego Sanchez,Jim Miller,fighter1,48,56,2,0,0,0,0,0
Lightweight,Jason Saggo,Justin Salas,fighter1,20,1,0,1,0,0,0,0
Featherweight,Teruto Ishihara,Julian Erosa,fighter1,27,16,0,1,1,0,0,0
Middleweight,Michael Bisping,Anderson Silva,fighter1,108,75,0,0,1,1,0,0
Middleweight,Gegard Mousasi,Thales Leites,fighter1,81,17,0,0,0,0,0,0
Welterweight,Tom Breese,Keita Nakamura,fighter1,32,6,0,3,0,0,1,1
Bantamweight,Brad Pickett,Francisco Rivera,fighter1,39,69,3,2,0,0,0,0
Featherweight,Makwan Amirkhani,Mike Wilkinson,fighter1,32,13,4,0,0,0,0,2
Bantamweight,Davey Grant,Marlon Vera,fighter1,72,23,1,1,0,0,0,0
Middleweight,Scott Askham,Chris Dempsey,fighter1,7,6,1,1,1,0,0,0
Featherweight,Arnold Allen,Yaotzin Meza,fighter1,31,25,4,0,1,0,0,0
Middleweight,Krzysztof Jotko,Brad Scott,fighter1,59,45,2,0,0,0,0,0
Lightweight,Rustam Khabilov,Norman Parke,fighter1,33,17,6,1,0,0,0,0
Heavyweight,Daniel Omielanczuk,Jarjis Danho,fighter1,77,38,0,0,0,0,0,0
Lightweight,Teemu Packalen,Thibault Gouti,fighter1,6,0,0,0,1,0,1,0
Lightweight,David Teymur,Martin Svensson,fighter1,38,13,1,0,1,0,0,0
Welterweight,Donald Cerrone,Alex Oliveira,fighter1,4,14,1,0,0,0,1,0
Middleweight,Derek Brunson,Roan Carneiro,fighter1,23,0,0,0,0,0,0,0
Catch Weight,Cody Garbrandt,Augusto Mendes,fighter1,11,11,0,0,1,0,0,0
Featherweight,Dennis Bermudez,Tatsuya Kawajiri,fighter1,61,12,4,1,0,0,1,0
Middleweight,Chris Camozzi,Joe Riggs,fighter1,11,0,0,0,1,0,0,0
Lightweight,James Krause,Shane Campbell,fighter1,47,82,2,2,0,0,2,0
Welterweight,Sean Strickland,Alex Garcia,fighter1,84,23,1,3,1,0,0,0
Middleweight,Oluwale Bamgbose,Daniel Sarafian,fighter1,8,0,0,0,1,0,0,0
Middleweight,Anthony Smith,Leonardo Guimaraes,fighter1,57,64,2,0,0,0,0,0
Welterweight,Nathan Coy,Jonavin Webb,fighter1,37,21,3,3,0,0,0,0
Women's Bantamweight,Ashlee Evans-Smith,Marion Reneau,fighter1,55,53,1,1,0,0,0,1
Women's Bantamweight,Lauren Murphy,Kelly Faszholz,fighter1,95,76,1,0,0,0,0,0
Heavyweight,Shamil Abdurakhimov,Anthony Hamilton,fighter1,62,40,0,0,0,0,0,0
Welterweight,Stephen Thompson,Johny Hendricks,fighter1,24,7,0,0,1,0,0,0
Heavyweight,Roy Nelson,Jared Rosholt,fighter1,42,36,0,0,0,0,0,0
Light Heavyweight,Ovince Saint Preux,Rafael Cavalcante,fighter1,51,10,1,0,0,0,0,0
Flyweight,Joseph Benavidez,Zach Makovsky,fighter1,66,40,0,4,0,0,0,0
Light Heavyweight,Misha Cirkunov,Alex Nicholson,fighter1,32,16,3,0,0,0,1,0
Welterweight,Mike Pyle,Sean Spencer,fighter1,75,50,1,0,0,1,0,0
Lightweight,Joshua Burkman,KJ Noons,fighter1,57,33,3,0,0,0,0,0
Heavyweight,Derrick Lewis,Damian Grabowski,fighter1,14,1,1,0,0,0,0,0
Flyweight,Justin Scoggins,Ray Borg,fighter1,57,20,4,1,0,0,0,0
Featherweight,Diego Rivas,Noad Lahat,fighter1,5,7,1,1,1,0,0,3
Welterweight,Mickey Gall,Mike Jackson,fighter1,2,3,0,0,1,0,1,0
Featherweight,Alex White,Artem Lobov,fighter1,78,23,3,0,0,0,0,0
Light Heavyweight,Anthony Johnson,Ryan Bader,fighter1,11,0,0,0,0,0,0,0
Heavyweight,Ben Rothwell,Josh Barnett,fighter1,35,35,0,0,0,0,1,0
Bantamweight,Jimmie Rivera,Iuri Alcantara,fighter1,45,41,3,0,0,0,0,0
Welterweight,Bryan Barberena,Sage Northcutt,fighter1,26,18,1,1,0,0,1,0
Welterweight,Tarec Saffiedine,Jake Ellenberger,fighter1,54,30,0,0,0,0,0,0
Lightweight,Diego Ferreira,Olivier Aubin-Mercier,fighter1,65,49,0,1,0,0,0,0
Middleweight,Rafael Natal,Kevin Casey,fighter1,54,16,4,0,1,0,0,0
Flyweight,Wilson Reis,Dustin Ortiz,fighter1,48,45,9,1,0,0,0,0
Welterweight,Alexander Yakovlev,George Sullivan,fighter1,15,14,2,0,1,0,0,0
Featherweight,Alex Caceres,Masio Fullen,fighter1,74,36,1,0,0,0,0,0
Welterweight,Randy Brown,Matt Dwyer,fighter1,48,46,1,1,0,0,1,0
Featherweight,Damon Jackson,Levan Makashvili,Draw,44,65,0,2,0,0,0,0
Lightweight,Anthony Rocco Martin,Felipe Olivieri,fighter1,60,87,2,0,0,0,1,0
Bantamweight,Dominick Cruz,TJ Dillashaw,fighter1,112,109,4,1,0,0,0,0
Lightweight,Eddie Alvarez,Anthony Pettis,fighter1,42,56,6,0,0,0,0,0
Heavyweight,Travis Browne,Matt Mitrione,fighter1,51,27,2,0,0,1,0,0
Lightweight,Francisco Trinaldo,Ross Pearson,fighter1,51,28,1,2,0,0,0,0
Welterweight,Patrick Cote,Ben Saunders,fighter1,42,11,0,1,1,0,1,0
Light Heavyweight,Ed Herman,Tim Boetsch,fighter1,47,27,0,0,1,0,0,0
Lightweight,Chris Wade,Mehdi Baghdad,fighter1,5,1,2,0,0,0,1,0
Featherweight,Luke Sanders,Maximo Blanco,fighter1,26,16,0,1,1,0,1,1
Lightweight,Paul Felder,Daron Cruickshank,fighter1,46,32,2,3,0,0,3,0
Light Heavyweight,Ilir Latifi,Sean O'Connell,fighter1,2,1,0,0,1,0,0,0
Featherweight,Charles Rosa,Kyle Bochniak,fighter1,92,52,1,1,0,1,0,0
Bantamweight,Rob Font,Joey Gomez,fighter1,52,15,1,1,1,0,0,0
Light Heavyweight,Francimar Barroso,Elvis Mutapcic,fighter1,57,38,1,0,0,0,0,0
Welterweight,Robbie Lawler,Carlos Condit,fighter1,92,176,0,0,1,0,0,0
Heavyweight,Stipe Miocic,Andrei Arlovski,fighter1,11,7,0,0,1,0,0,0
Welterweight,Albert Tumenov,Lorenz Larkin,fighter1,76,69,0,0,0,0,0,0
Featherweight,Brian Ortega,Diego Brandao,fighter1,29,56,0,2,0,0,2,0
Lightweight,Abel Trujillo,Tony Sims,fighter1,4,5,0,1,0,0,1,0
Bantamweight,Michael McDonald,Masanori Kanehara,fighter1,5,15,0,2,0,0,2,1
Welterweight,Alex Morono,Kyle Noke,fighter1,43,59,0,1,0,0,1,0
Women's Strawweight,Justine Kish,Nina Nunes,fighter1,72,92,3,1,0,0,0,0
Lightweight,Drew Dober,Scott Holtzman,fighter1,36,38,5,2,0,0,0,0
Lightweight,Dustin Poirier,Joe Duffy,fighter1,72,37,4,0,0,0,0,1
Bantamweight,Michinori Tanaka,Joe Soto,fighter1,57,71,3,1,0,0,0,4
Welterweight,Sheldon Westcott,Edgar Garcia,fighter1,33,1,1,0,0,0,0,0
Lightweight,Rafael Dos Anjos,Donald Cerrone,fighter1,26,4,0,0,0,0,0,0
Heavyweight,Alistair Overeem,Junior Dos Santos,fighter1,32,22,0,0,1,0,0,0
Lightweight,Nate Diaz,Michael Johnson,fighter1,153,103,0,1,0,0,0,0
Women's Strawweight,Karolina Kowalkiewicz,Randa Markos,fighter1,66,34,0,1,0,0,0,0
Featherweight,Charles Oliveira,Myles Jury,fighter1,5,5,1,0,0,0,1,0
Middleweight,Nate Marquardt,CB Dollaway,fighter1,16,15,0,0,1,0,0,0
Women's Bantamweight,Valentina Shevchenko,Sarah Kaufman,fighter1,32,27,4,1,0,0,0,0
Middleweight,Tamdan McCrory,Josh Samman,fighter1,39,10,2,2,0,0,1,0
Lightweight,Nik Lentz,Danny Castillo,fighter1,59,57,3,2,0,0,2,0
Featherweight,Cole Miller,Jim Alers,No contest,28,25,0,0,0,0,0,0
Welterweight,Kamaru Usman,Leon Edwards,fighter1,48,26,6,0,0,0,0,0
Welterweight,Vicente Luque,Hayder Hassan,fighter1,12,15,0,0,0,0,1,0
Heavyweight,Francis Ngannou,Luis Henrique,fighter1,25,5,0,1,1,0,0,0
Featherweight,Conor McGregor,Jose Aldo,fighter1,5,1,0,0,1,0,0,0
Middleweight,Luke Rockhold,Chris Weidman,fighter1,126,48,2,3,0,0,1,0
Middleweight,Yoel Romero,Jacare Souza,fighter1,46,30,0,1,1,0,0,0
Welterweight,Demian Maia,Gunnar Nelson,fighter1,47,2,2,1,0,0,1,0
Featherweight,Max Holloway,Jeremy Stephens,fighter1,57,47,1,0,0,0,0,0
Bantamweight,Urijah Faber,Frankie Saenz,fighter1,75,66,2,0,0,0,0,0
Women's Strawweight,Tecia Pennington,Jocelyn Jones-Lybarger,fighter1,77,29,0,0,0,0,0,0
Welterweight,Warlley Alves,Colby Covington,fighter1,2,2,0,1,0,0,1,0
Lightweight,Leonardo Santos,Kevin Lee,fighter1,32,10,1,0,1,0,0,0
Lightweight,Magomed Mustafaev,Joe Proctor,fighter1,18,9,0,0,1,0,0,0
Lightweight,Yancy Medeiros,John Makdessi,fighter1,80,114,0,0,1,0,0,0
Welterweight,Court McGee,Marcio Alexandre Junior,fighter1,58,23,2,0,0,0,0,1
Featherweight,Frankie Edgar,Chad Mendes,fighter1,13,5,0,0,1,0,0,0
Lightweight,Ryan Hall,Artem Lobov,fighter1,23,2,1,0,0,0,1,0
Lightweight,Tony Ferguson,Edson Barboza,fighter1,61,41,0,2,0,0,1,0
Lightweight,Evan Dunham,Joe Lauzon,fighter1,127,42,1,0,0,0,0,0
Featherweight,Tatsuya Kawajiri,Jason Knight,fighter1,28,28,6,0,0,0,0,1
Lightweight,Julian Erosa,Marcin Wrzosek,fighter1,61,52,2,3,0,0,2,0
Heavyweight,Gabriel Gonzaga,Konstantin Erokhin,fighter1,20,15,2,0,0,0,0,0
Welterweight,Ryan LaFlare,Mike Pierce,fighter1,65,42,0,0,0,0,0,0
Flyweight,Geane Herrera,Joby Sanchez,fighter1,40,55,1,0,1,0,0,0
Lightweight,Chris Gruetzemacher,Abner Lloveras,fighter1,103,94,0,2,0,0,0,0
Women's Strawweight,Rose Namajunas,Paige VanZant,fighter1,57,10,8,0,0,0,4,0
Lightweight,Michael Chiesa,Jim Miller,fighter1,13,7,2,0,0,0,1,1
Lightweight,Sage Northcutt,Cody Pfister,fighter1,8,5,2,2,0,0,1,0
Middleweight,Thiago Santos,Elias Theodorou,fighter1,52,28,1,1,0,0,0,0
Welterweight,Tim Means,John Howard,fighter1,37,20,0,3,1,0,0,0
Welterweight,Sergio Moraes,Omari Akhmedov,fighter1,21,35,0,1,1,1,0,0
Middleweight,Antonio Carlos Junior,Kevin Casey,No contest,1,0,0,0,0,0,0,0
Bantamweight,Aljamain Sterling,Johnny Eduardo,fighter1,23,4,2,0,0,0,1,0
Welterweight,Santiago Ponzinibbio,Andreas Stahl,fighter1,48,14,0,2,1,0,0,0
Welterweight,Danny Roberts,Nathan Coy,fighter1,6,11,0,1,0,0,1,0
Featherweight,Zubaira Tukhugov,Phillipe Nover,fighter1,21,20,1,0,0,0,0,0
Women's Strawweight,Kailin Curran,Emily Kagan,fighter1,21,22,1,1,0,0,2,0
Welterweight,Benson Henderson,Jorge Masvidal,fighter1,86,77,3,1,0,0,0,1
Welterweight,Dong Hyun Kim,Dominic Waters,fighter1,6,0,1,0,0,0,0,0
Welterweight,Alberto Mina,Yoshihiro Akiyama,fighter1,69,78,2,0,1,0,0,0
Featherweight,Dooho Choi,Sam Sicilia,fighter1,18,8,0,0,1,0,0,0
Middleweight,Dongi Yang,Jake Collier,fighter1,29,22,1,0,0,1,0,0
Featherweight,Mike de la Torre,Yui Chul Nam,fighter1,47,53,0,1,0,0,0,0
Lightweight,Tae Hyun Bang,Leo Kuntz,fighter1,54,31,1,3,1,0,2,1
Women's Strawweight,Seo Hee Ham,Cortney Casey,fighter1,71,78,0,0,0,0,0,0
Flyweight,Fredy Serrano,Yao Zhikui,fighter1,3,1,1,0,0,0,0,0
Bantamweight,Marco Beltran,Guangyou Ning,fighter1,30,23,1,0,0,0,0,0
Welterweight,Dominique Steele,Dong Hyun Ma,fighter1,36,19,4,0,1,0,0,0
Welterweight,Neil Magny,Kelvin Gastelum,fighter1,54,54,6,2,0,2,0,0
Featherweight,Ricardo Lamas,Diego Sanchez,fighter1,57,30,3,1,0,0,0,0
Flyweight,Henry Cejudo,Jussier Formiga,fighter1,43,25,2,0,0,0,0,0
Welterweight,Erick Montano,Enrique Marin,fighter1,49,27,2,1,0,0,0,0
Lightweight,Enrique Barzola,Horacio Gutierrez,fighter1,38,10,5,0,0,0,0,0
Lightweight,Leandro Silva,Efrain Escudero,fighter1,35,24,0,2,0,0,0,0
Bantamweight,Erik Perez,Taylor Lapilus,fighter1,31,20,1,0,0,1,0,1
Welterweight,Bartosz Fabinski,Hector Urbina,fighter1,25,10,6,0,0,0,0,3
Bantamweight,Alejandro Perez,Scott Jorgensen,fighter1,39,11,0,2,0,0,0,0
Featherweight,Andre Fili,Gabriel Benitez,fighter1,16,11,1,0,1,0,0,0
Welterweight,Alvaro Herrera Mendoza,Vernon Ramos Ho,fighter1,4,2,0,0,1,0,0,0
Lightweight,Marco Polo Reyes,Cesar Arzamendia,fighter1,10,16,0,3,1,0,0,0
Lightweight,Michel Prazeres,Valmir Lazaro,fighter1,20,41,1,0,0,0,0,0
Women's Bantamweight,Holly Holm,Ronda Rousey,fighter1,38,17,1,0,1,0,0,0
Women's Strawweight,Joanna Jedrzejczyk,Valerie Letourneau,fighter1,220,103,0,1,0,0,0,0
Heavyweight,Mark Hunt,Antonio Silva,fighter1,12,9,0,0,1,0,0,0
Middleweight,Robert Whittaker,Uriah Hall,fighter1,67,45,1,0,0,0,0,0
Heavyweight,Jared Rosholt,Stefan Struve,fighter1,16,33,4,1,0,0,0,0
Lightweight,Jake Matthews,Akbarh Arreola,fighter1,62,21,1,0,0,1,0,0
Welterweight,Kyle Noke,Peter Sobotta,fighter1,23,2,0,0,1,0,0,0
Light Heavyweight,Gian Villante,Anthony Perosh,fighter1,19,6,0,0,1,0,0,0
Flyweight,Danny Martinez,Richie Vaculik,fighter1,54,63,9,3,0,0,0,0
Middleweight,Daniel Kelly,Steve Montgomery,fighter1,63,77,5,0,0,0,0,0
Welterweight,Richard Walsh,Steve Kennedy,fighter1,93,38,0,3,0,0,0,0
Welterweight,James Moontasri,Anton Zafir,fighter1,11,17,0,1,1,0,0,0
Flyweight,Ben Nguyen,Ryan Benoit,fighter1,11,1,0,0,0,0,2,0
Middleweight,Vitor Belfort,Dan Henderson,fighter1,6,3,0,0,1,0,0,0
Light Heavyweight,Glover Teixeira,Patrick Cummins,fighter1,54,33,0,4,0,0,0,0
Bantamweight,Thomas Almeida,Anthony Birchak,fighter1,24,27,0,0,1,0,0,0
Lightweight,Alex Oliveira,Piotr Hallmann,fighter1,42,36,0,1,1,0,0,0
Lightweight,Rashid Magomedov,Gilbert Burns,fighter1,80,28,2,2,2,0,0,0
Light Heavyweight,Corey Anderson,Fabio Maldonado,fighter1,60,26,6,0,0,0,0,0
Lightweight,Abel Trujillo,Gleison Tibau,fighter1,0,3,0,2,0,0,0,1
Lightweight,Johnny Case,Yan Cabral,fighter1,74,31,0,3,1,0,0,0
Featherweight,Thiago Tavares,Clay Guida,fighter1,2,3,0,1,0,0,1,0
Featherweight,Chas Skelly,Edimilson Souza,fighter1,7,19,2,0,0,1,2,0
Welterweight,Viscardi Andrade,Gasan Umalatov,fighter1,78,38,0,0,0,0,0,0
Bantamweight,Jimmie Rivera,Pedro Munhoz,fighter1,96,66,0,0,0,0,0,0
Bantamweight,Matheus Nicolau,Bruno Korea,fighter1,46,27,3,0,2,1,3,0
Flyweight,Louis Smolka,Paddy Holohan,fighter1,59,16,0,4,0,0,2,0
Lightweight,Norman Parke,Reza Madadi,fighter1,47,33,1,1,0,0,0,0
Welterweight,Nicolas Dalby,Darren Till,Draw,84,49,2,0,0,1,0,0
Flyweight,Neil Seery,Jon Delos Reyes,fighter1,38,25,2,3,0,0,2,0
Lightweight,Stevie Ray,Mickael Lebout,fighter1,48,27,1,0,0,0,0,0
Women's Strawweight,Aisling Daly,Ericka Almeida,fighter1,59,19,2,1,0,0,0,0
Middleweight,Krzysztof Jotko,Scott Askham,fighter1,38,22,2,0,0,0,0,1
Welterweight,Tom Breese,Cathal Pendred,fighter1,23,5,0,0,1,0,0,0
Featherweight,Darren Elkins,Robert Whiteford,fighter1,40,23,7,1,0,0,2,0
Middleweight,Garreth McLellan,Bubba Bush,fighter1,97,8,2,3,0,0,1,0
Light Heavyweight,Daniel Cormier,Alexander Gustafsson,fighter1,140,120,1,1,0,1,0,0
Light Heavyweight,Ryan Bader,Rashad Evans,fighter1,52,25,1,0,0,0,0,0
Heavyweight,Ruslan Magomedov,Shawn Jordan,fighter1,71,20,0,1,0,0,0,0
Flyweight,Joseph Benavidez,Ali Bagautinov,fighter1,48,31,0,0,0,0,0,0
Women's Bantamweight,Julianna Pena,Jessica Eye,fighter1,34,30,3,1,0,0,3,1
Featherweight,Yair Rodriguez,Dan Hooker,fighter1,52,19,2,1,0,0,0,0
Welterweight,Albert Tumenov,Alan Jouban,fighter1,19,17,0,0,1,0,0,0
Lightweight,Adriano Martins,Islam Makhachev,fighter1,3,4,0,0,1,0,0,0
Women's Strawweight,Rose Namajunas,Angela Hill,fighter1,13,12,1,0,0,0,1,0
Lightweight,Sage Northcutt,Francisco Trevino,fighter1,21,1,1,0,0,0,0,0
Flyweight,Sergio Pettis,Chris Cariaso,fighter1,37,37,3,0,1,0,0,1
Heavyweight,Derrick Lewis,Viktor Pesta,fighter1,41,8,0,5,0,0,0,0
Heavyweight,Josh Barnett,Roy Nelson,fighter1,146,60,0,4,0,0,0,0
Middleweight,Uriah Hall,Gegard Mousasi,fighter1,18,17,0,1,1,0,1,1
Flyweight,Kyoji Horiguchi,Chico Camus,fighter1,78,63,0,0,0,0,0,0
Bantamweight,Takeya Mizugaki,George Roop,fighter1,70,47,0,0,0,0,0,0
